,X1,X2,X3,X4,X5,X6,X7,Output
1079,0.035404634,0.6163628,0.35085225,1.5472281,0.3628811,0.60032046,1.3350704,1.0026196
1080,1.953252,1.8099573,1.5643178,0.35814404,0.26235577,1.1618959,0.09053527,5.3275023
1081,1.1288333,1.770945,1.0960778,1.1704694,0.8558354,1.706775,0.33970547,3.9958456
1082,1.0521874,0.48860115,1.8975984,0.43514562,0.14242595,0.39407805,0.05776188,3.4383802
1083,0.39588782,1.5593894,1.6809685,1.6172743,0.15436682,1.9509559,1.9330963,3.6362379
1084,1.366784,1.5467148,0.27361536,0.6890742,0.12018613,1.6680982,0.6838067,3.187109
1085,1.3262155,1.2660397,0.13797502,1.3349421,1.1355151,1.0420334,1.6685187,2.7302268
1086,1.0851579,0.96195865,1.1823899,1.4634033,1.2134722,0.4449178,0.043735553,3.229501
1087,0.50914395,0.46683997,1.1752983,0.6940104,0.8889878,1.6925839,1.9022759,2.1512809
1088,1.2786173,0.92321527,0.9189215,0.070904374,1.7190017,1.9294952,0.4142668,3.120749
1089,1.1830066,0.7312126,1.1814322,0.46877557,0.8202348,0.46326226,0.9505128,3.0956469
1090,1.9515358,1.2929473,0.5935846,0.95474374,1.5091422,0.10266095,1.9767534,3.8380582
1091,0.8739815,1.1882855,1.3037672,1.8626035,1.3400755,0.9067351,0.12772429,3.366028
1092,0.624147,0.8936537,1.59733,0.09927671,0.8118217,0.26315287,1.3261982,3.1151257
1093,1.6218239,1.5198808,1.3430862,0.16665061,0.8352745,1.810803,0.16701494,4.484776
1094,0.42735237,0.4060892,0.4828426,1.4833592,0.36593744,1.8587159,1.3927016,1.316284
1095,1.7788231,1.7175448,0.36840725,1.0316377,1.4732984,1.8114984,1.6975421,3.864766
1096,0.37972152,1.1712337,1.7955343,1.1539868,0.07894853,1.3587515,1.7368472,3.3464832
1097,1.2944278,1.043027,1.8769939,0.5743355,1.7161888,1.8769222,1.2702538,4.2144365
1098,1.6870167,1.5447398,1.6431434,0.5540394,1.1329616,0.6739375,0.6296117,4.874881
1099,0.7465396,1.3153465,0.89915377,1.9074914,1.5456944,1.771929,0.7574505,2.9610355
1100,0.4648367,1.3953073,0.32001016,1.6660798,0.24170758,1.6082661,0.99052745,2.1801527
1101,0.47450447,0.40751225,0.19035627,1.772052,1.21563,1.736193,1.2646521,1.0723729
1102,0.09895246,0.70826304,1.9831382,1.6702881,0.11804192,1.6687828,1.4131639,2.7903502
1103,0.9579419,1.0102127,0.17241545,0.116342425,0.59785116,1.5767612,0.8298043,2.1405683
1104,0.74937826,0.9567268,0.049489398,0.089825675,0.35355714,0.55979395,0.08949024,1.7555935
1105,0.74169326,1.6777637,0.24263775,0.1417162,0.36962485,0.076574124,1.4909997,2.6620915
1106,0.75320846,1.5007546,1.2919568,1.604261,1.7537074,1.3880237,1.4898148,3.5459127
1107,1.3136593,0.51721746,0.9177562,1.2654132,1.652692,0.852803,0.8195939,2.7486296
1108,0.054623023,1.6293998,0.33564752,0.07446742,1.4044288,1.0249276,1.1121143,2.0196688
1109,1.0020975,1.012927,1.492738,0.72519785,1.7654704,0.91534585,0.99437696,3.5077558
1110,0.1435172,1.9472408,1.08222,0.9951651,0.61715585,1.399038,1.657715,3.1729727
1111,0.42311808,1.9487451,1.1932572,0.69657654,1.0757489,0.7306545,1.0183631,3.5651128
1112,1.0889682,0.15315598,0.43457314,1.8688927,1.4107397,1.3687652,0.7657087,1.6766964
1113,1.2317872,0.5927253,0.9754953,1.9424609,0.19212703,1.4344112,1.3466611,2.8000042
1114,0.06750505,1.0453365,0.17313306,0.71310055,0.39690745,1.6933035,1.0940272,1.2859741
1115,1.4217433,0.97558063,1.6841656,0.4668556,1.1229926,1.0630107,0.71550983,4.0814786
1116,1.9648376,0.09645598,0.50215024,1.738616,0.41748303,1.2035929,0.5795326,2.5634413
1117,0.79501116,0.5169176,0.051884953,0.6668209,0.3086774,0.018001033,1.0759693,1.3638134
1118,0.15748753,0.8750593,1.6783316,0.7094017,0.21758875,0.82516825,1.0307401,2.7108753
1119,0.78366643,0.593711,1.8208659,1.5957341,0.31251264,1.8484304,0.05008175,3.1982381
1120,0.27054432,0.82732564,0.39965627,0.5754137,0.99241334,0.37333208,1.153105,1.4975257
1121,0.23589401,1.6340028,1.330642,1.5628183,0.7563513,0.72395647,0.123262756,3.2005334
1122,1.8075714,1.9678562,1.5708874,0.18208723,0.013880482,1.4273823,0.41299498,5.346289
1123,0.09741266,0.64907664,0.3259044,0.9462302,0.15994905,0.870766,1.6443573,1.0723935
1124,1.580534,1.1762146,1.9495022,0.3942051,1.8351723,1.4727212,0.087703094,4.706234
1125,1.7184821,1.8440942,1.42353,1.8023278,1.5705757,1.6462133,1.5123725,4.986086
1126,0.924954,0.7019506,0.030738957,0.5322511,1.5472574,0.008805556,1.9790406,1.6576427
1127,1.2874475,0.20101303,0.92152643,0.82028294,1.5285938,0.25957122,1.1358247,2.4099848
1128,1.7602279,1.212211,0.31163314,1.666631,1.6483974,1.4361353,0.81158924,3.2840662
1129,1.9950941,1.4770919,1.8179517,1.2997963,1.113792,1.8043984,1.28301,5.2901134
1130,0.17694841,1.9528586,0.7426469,1.2471168,0.18657002,0.4183013,0.55416137,2.87245
1131,1.0296527,1.9829061,0.32892233,1.1762694,0.708718,0.09717351,1.6357735,3.341475
1132,1.5678278,0.6458332,1.776494,0.89014304,1.1752405,0.065257646,1.3778147,3.9901445
1133,0.689305,0.6266983,0.21025997,1.9881135,0.3840116,1.1775392,0.5219677,1.5262628
1134,1.2077826,1.4569497,0.85723186,1.0287849,0.89608604,1.0768422,0.34997135,3.5219572
1135,0.50176764,0.7987349,1.9499267,1.8612105,1.7487191,0.25424683,0.95790714,3.2504237
1136,0.23142189,1.5087713,1.123239,0.59500194,0.21908447,1.9796914,1.6330192,2.8634284
1137,0.85461736,0.54489577,1.682143,0.7252919,0.81884813,0.13123167,1.4063518,3.0816512
1138,0.61287796,1.9282343,1.7718706,0.780668,1.3964471,1.8689736,0.3750718,4.3129697
1139,1.1314001,1.5162194,1.2724713,0.2790225,1.9931961,1.852052,0.8124942,3.9200807
1140,0.5204543,1.7897309,0.39964482,0.24672335,0.89161366,0.24410358,0.6184931,2.709827
1141,1.3717828,1.5773271,1.4383988,0.6059845,0.89717394,1.166946,0.22416252,4.387495
1142,1.0852411,0.3519638,1.9304088,0.8293365,1.4523474,1.0458682,0.24799249,3.3676078
1143,0.35080191,0.0832185,0.28560227,0.42898348,0.7717779,1.5232782,0.51534986,0.7196227
1144,1.336601,0.8548803,1.2929672,1.134307,0.37283188,1.9609703,0.0078035644,3.4844418
1145,1.4214264,0.7890762,1.8574765,0.45956296,1.9776562,1.8770486,0.4346502,4.0679674
1146,0.15558784,1.4343367,1.9184626,0.32039037,1.3917727,0.8812382,0.81850374,3.5083802
1147,1.460079,0.93664503,1.650997,1.3595965,0.8514382,1.9530352,1.9437809,4.04771
1148,1.6293429,0.80611074,1.2820172,1.704639,0.96342295,1.0182028,0.9948322,3.7174625
1149,1.7211971,1.9155016,0.15779832,1.4251004,1.3179092,1.4313471,0.36129636,3.794488
1150,1.0495076,1.3897773,0.4535724,1.0407083,1.208811,1.82212,1.616855,2.8928533
1151,0.21968922,1.2676302,1.3176032,0.91746616,1.9976501,1.060565,0.28011867,2.804919
1152,1.851907,0.9434601,0.5202113,1.7586783,1.1801696,1.5607587,0.8840694,3.3155727
1153,0.04818187,0.8995361,0.7415052,1.5033771,1.7023832,0.49555725,0.40774184,1.6892225
1154,1.61233,1.4926002,1.0119274,0.22340977,0.25513613,0.5428618,1.297531,4.116846
1155,1.2413468,0.07531496,0.8972562,0.4703997,1.6275945,0.32345775,1.5412658,2.2139163
1156,1.8626022,0.910478,1.5326015,0.9763486,0.30900472,0.49996954,0.7150054,4.3056684
1157,0.8510375,1.367512,1.3859367,1.2006932,1.3686396,1.937476,1.0444585,3.6044784
1158,0.36502644,0.19086,1.0727304,0.008172048,0.7144788,1.2710692,0.6615718,1.6286162
1159,0.85470676,0.02610693,1.0134538,0.0064369873,1.999002,0.23880483,1.6379348,1.8942665
1160,1.0252384,0.081193194,0.34661606,1.2838714,0.857246,1.7900981,0.22111432,1.4530473
1161,1.4524264,1.0267584,1.9305589,1.9349619,1.7785949,0.54624015,0.03799448,4.4097295
1162,0.05134741,1.862179,1.429979,1.0234113,0.8636667,0.7120572,0.5057248,3.3434992
1163,1.7538621,0.10350953,1.038186,1.0369492,1.8693718,1.2011163,0.16381346,2.8955538
1164,1.5814242,1.2837561,1.7375908,0.2563201,0.47555554,1.4371159,1.7022194,4.6027555
1165,0.464206,1.4618777,1.5661082,1.6349618,0.18055731,1.7100009,0.12052734,3.4921849
1166,0.020207744,1.2480435,1.4991987,0.66272485,1.0957587,0.5133991,1.6998591,2.7674465
1167,0.12015877,0.20465413,1.0198963,0.49915206,1.1330589,1.1604506,1.610473,1.3447088
1168,1.7272646,0.99177635,0.92767566,0.2212384,1.0569792,0.017445553,1.5206922,3.6467085
1169,0.23688224,1.0500156,1.2378827,1.0432761,1.3493191,1.2064402,0.19409166,2.524778
1170,1.6517725,0.20725249,1.7392377,0.44001415,0.72425264,0.7184361,0.5685643,3.5982554
1171,1.0263374,0.22602828,1.7730727,0.5244731,1.2003621,1.1765218,0.005681996,3.0254338
1172,1.3259758,0.8344796,0.19476126,0.45221257,1.526289,0.9107969,1.1134385,2.3552144
1173,0.7976763,1.3849112,1.4939294,0.9268371,1.7554338,0.61782855,0.26409215,3.676509
1174,1.7914181,1.6858766,1.675787,1.6526703,1.2886314,0.60686547,1.6353619,5.1530595
1175,0.18137297,1.154595,0.59563553,0.79500514,0.2607241,0.03806441,0.36715508,1.9316025
1176,1.1635011,1.545139,1.5288727,0.88009894,0.8374696,1.9691395,0.64484274,4.2375
1177,0.73174584,0.27177727,0.72749,1.2163023,1.575029,0.58593005,1.1196125,1.7310123
1178,0.68702173,0.9772427,0.16810113,1.0533917,0.07121928,0.77864116,1.8987167,1.8323646
1179,0.0756232,0.7143243,1.7995898,1.5072426,1.8877914,0.11135134,1.6679842,2.5895345
1180,1.014599,1.2350816,1.7212213,1.9671518,0.009707342,1.7495143,1.9890225,3.9708917
1181,0.0983023,0.6458365,0.26177862,0.15078175,1.1976633,1.9501488,1.9525228,1.0059173
1182,1.8378662,0.76241434,1.6240646,0.24142551,0.76227754,0.878959,1.5152525,4.224333
1183,1.7170814,0.1795399,0.09421553,1.762554,0.67479825,1.0983936,0.209351,1.9908357
1184,0.19063726,1.9164718,1.7514029,1.922513,1.0413585,1.5296824,1.1266254,3.8585024
1185,1.6862755,1.9879782,0.076505184,0.033407927,1.9104136,1.6787385,1.9684523,3.7507503
1186,0.40357944,1.0526255,0.46846646,1.3217356,1.204156,0.2978076,0.32741764,1.9246703
1187,1.3377057,1.5279562,1.7509235,1.3370004,0.32544085,0.14703852,0.7971223,4.6165695
1188,1.19934,0.10513634,0.49169436,0.6613353,1.8888092,0.94262946,0.80662423,1.7961699
1189,1.567815,0.87983716,1.6448723,0.009354064,1.3743336,0.96754396,1.9651847,4.092513
1190,0.92229044,1.1303538,1.548505,1.9266049,1.1243919,1.1315026,1.997466,3.6011415
1191,1.3968806,1.2023616,0.07058405,1.2268101,1.5124198,1.5734901,1.098274,2.6698232
1192,0.7642387,0.5069745,0.9751753,0.14236082,0.43357363,1.2843944,1.4997382,2.2463868
1193,1.2680172,0.990657,0.82851654,0.20162007,1.0860074,0.32725224,1.4663426,3.0871859
1194,1.7982899,1.9703281,1.752506,0.7230072,0.7229885,0.9252159,1.1720874,5.521096
1195,1.712601,1.7123184,1.5721624,0.52100056,1.0446838,0.53884375,0.75423336,4.9970613
1196,0.68897355,1.8878685,1.9822125,0.59442765,0.54078424,0.1977739,0.7801523,4.5590386
1197,1.2930006,1.3603865,0.44895053,0.8549689,1.6600146,0.112174004,0.98729527,3.1023328
1198,0.26917845,1.9629807,0.00724694,1.9941667,0.80642635,1.6910084,1.4213398,2.2394042
1199,0.7740787,0.745784,1.0730208,0.3336452,0.0062002023,1.8054048,0.65621847,2.592881
1200,1.1541424,1.3854034,1.7112586,0.40440035,0.5662803,0.27121845,1.2502391,4.250792
1201,1.3140569,0.6570221,0.26153484,0.91769516,0.5811158,0.6715594,1.9437255,2.2326121
1202,1.6633501,0.5574134,1.6174498,0.30828127,1.7453215,0.7546009,0.87328833,3.8382041
1203,0.5361898,0.48427737,1.2518618,0.60966563,1.7543017,0.88746566,0.51496804,2.2723272
1204,1.5559877,0.86771494,1.5517265,0.7790633,0.3437414,1.1509137,1.6636595,3.9754188
1205,1.9121798,0.4352201,0.8390355,1.1694962,0.76263815,0.69196934,0.15844762,3.1864302
1206,0.18101026,0.746951,1.7440184,0.7020974,0.037086807,1.506937,1.31593,2.6719766
1207,0.12884286,0.8348686,1.6696146,0.62672037,0.037492115,0.10279405,0.27547896,2.6333232
1208,0.602325,0.5232054,0.8139168,0.055859968,0.8476908,1.5147719,0.01018785,1.9394462
1209,1.0416348,0.70089173,0.7387254,0.8093904,1.0007834,1.4058925,0.62209404,2.4812496
1210,1.4585396,1.6594237,0.95556706,1.7546905,0.9932262,0.30672112,0.18054672,4.073519
1211,0.78494847,0.23964424,0.5411879,1.1549946,1.8662837,1.3417555,0.17379472,1.5657802
1212,0.014086916,0.66367114,0.14120227,0.7166903,0.2766516,0.27142686,0.6895311,0.81896025
1213,1.5553073,0.26574478,1.4012387,1.7472332,1.5053879,0.059112344,0.55126685,3.2222853
1214,0.15598905,1.4506112,0.013700621,1.5252327,0.3124666,1.9544383,0.2769252,1.6203002
1215,0.45214817,0.9920368,0.032858085,0.62252086,1.9089938,0.5269394,1.7923899,1.4770427
1216,1.3658364,1.6158332,1.7126318,1.2440991,0.08658327,0.3893176,0.8144656,4.694284
1217,1.9254589,0.931073,0.653415,0.7151206,1.8306197,0.690023,1.9436044,3.50994
1218,0.9697827,0.44928896,1.0419555,1.7189783,1.4525769,1.4952455,0.2734596,2.4610248
1219,0.28395548,1.6227857,0.8497792,0.60137576,0.26549882,0.53917027,1.2249032,2.756517
1220,1.2347198,1.386883,1.9453392,1.0735254,0.93944657,1.476682,0.19787301,4.5669265
1221,1.1189128,1.8652977,0.74583405,0.75233525,1.7337089,1.1062921,0.40653288,3.730036
1222,1.8353412,1.5307593,1.1587144,0.43864346,0.5811621,1.3834643,1.1917803,4.5248
1223,0.18725914,1.7951151,0.5631324,0.69414735,1.139841,1.667531,1.3424072,2.5455039
1224,0.02413745,1.0315357,1.3304362,1.3212429,0.99964976,0.124093235,1.7609828,2.3861072
1225,1.9087874,1.0227841,1.0040358,0.2637031,0.53499436,1.3179647,0.04254408,3.9355974
1226,1.6407797,1.3516729,0.057920072,1.4813094,1.7799648,0.3703525,0.99763924,3.050368
1227,1.0454248,1.6136578,1.6296175,1.235731,1.4144325,1.5910566,0.63499385,4.288687
1228,1.9023308,1.9945577,0.37429467,1.04942,1.9818397,0.10062656,0.24743043,4.27117
1229,1.961276,1.6135756,0.62159383,0.25904846,1.37834,0.5040057,1.627641,4.1964335
1230,1.7371902,0.23692371,1.6182044,1.7791591,1.0352505,1.8590497,0.17072682,3.5923107
1231,1.1460967,1.9740415,0.31646392,1.844492,1.3126094,1.4529701,0.7078993,3.4365954
1232,0.99949396,1.9708629,0.2884829,0.8433673,0.78847235,0.86759186,0.6624609,3.2588341
1233,1.0076303,1.2953217,0.6372235,0.60205907,0.007992681,1.776772,1.8635178,2.9401715
1234,0.96648705,0.12263245,0.51106954,0.8125954,1.8650454,1.9094808,1.1005708,1.6001885
1235,0.28992677,1.2046319,1.7834501,0.8755155,0.075567864,0.45108724,1.427158,3.2780032
1236,0.5707452,0.7388647,1.5876914,1.1509328,0.68709195,0.085933656,0.8142848,2.8972974
1237,0.4518883,1.576098,1.1808548,1.4706943,1.4918041,0.6725106,0.11315372,3.2088356
1238,1.8943882,0.3343426,0.9007316,0.1450319,0.95066947,0.5773796,0.5415165,3.1294575
1239,1.6843011,1.2918042,1.8733329,0.8969838,1.6544132,1.8628682,1.1491681,4.8494196
1240,0.85808486,1.7698917,0.09864536,1.2555351,0.2912627,1.5457206,1.3814206,2.7266188
1241,0.042196557,0.38931003,0.44892412,0.64269686,1.9057329,0.9126122,1.6623818,0.88043064
1242,0.53613114,0.19680203,0.2623275,0.69880635,0.23494501,0.19070032,0.051228937,0.99526054
1243,0.11077807,1.5464604,1.9129244,0.6925832,1.168405,1.8068025,0.3929201,3.5701551
1244,1.325589,0.4160988,0.1932051,1.1297116,1.1581762,1.3356732,1.7560496,1.9348918
1245,0.0035516017,1.2533368,1.8293658,1.3590465,1.5733725,1.2521594,1.1793401,3.0862494
1246,1.2099359,1.2736173,1.2286485,1.3204514,1.5660104,0.88077205,0.2818021,3.712193
1247,1.7883085,1.3961353,0.47503132,0.35513446,0.8792906,1.4900997,0.54392475,3.6594675
1248,0.35937014,0.9059716,0.081690915,1.8696601,1.3412404,0.9033507,0.5433269,1.3470324
1249,1.4203889,0.96226794,0.42325687,0.32703143,1.1995271,1.5448997,0.3597598,2.80591
1250,1.1938,0.17494382,0.887775,1.3847817,0.95756185,0.53105617,0.5152904,2.2565172
1251,0.90413684,0.004134354,1.4020375,0.6560631,1.2773222,0.53086567,1.9317307,2.3103068
1252,1.4870478,0.8592123,0.5204317,0.90115696,0.26646987,1.1324351,0.258484,2.866688
1253,1.3299779,0.96940154,0.2841932,1.8575088,1.9605732,0.08408135,0.2861711,2.5835698
1254,0.1849142,1.6444477,1.4152571,1.3960711,0.64678913,0.44970635,1.2286319,3.2446136
1255,0.30949432,0.8440405,1.0528711,0.79475534,0.11209332,1.1535963,0.39868793,2.2064044
1256,0.11575011,0.8187501,0.27556327,1.2972875,0.3503487,1.4247903,1.4393501,1.2100631
1257,0.9704671,1.6411086,0.26912048,1.9768224,1.6248571,1.1991004,0.5443364,2.8806922
1258,1.3823811,0.18930972,1.1607244,0.31905997,1.6289616,1.8130329,0.19097918,2.7324116
1259,1.6639935,1.6844962,0.086719885,0.7932082,0.67041534,0.3398845,0.31376502,3.435203
1260,0.1759001,0.10656214,0.04450871,0.11529656,0.0036118666,1.0379497,1.6385193,0.32697093
1261,0.033531085,0.72650254,1.397203,0.858099,0.6953824,1.0496259,1.207999,2.1572351
1262,0.6717161,0.23647732,1.7047743,1.9157487,1.315849,1.0065483,1.2578138,2.6129646
1263,1.304651,0.18188773,0.5820462,1.2879308,1.861063,1.7702788,0.25716412,2.0685837
1264,1.4963112,0.42907637,1.7629621,0.282486,1.5332155,0.7361008,0.63748425,3.6883414
1265,0.3192995,0.03799022,0.24791317,0.7724837,1.8489152,0.7488546,1.3261172,0.6052028
1266,1.8281059,1.311201,0.15807979,0.94921535,1.640768,1.997732,1.2484142,3.2973812
1267,0.7069471,0.5337062,1.6514758,1.9233795,0.29981932,0.7568302,0.4820302,2.8921251
1268,0.085119985,0.095439166,1.7840873,1.6225207,1.3242326,1.4567292,0.13861383,1.9646455
1269,0.0047577615,1.9556494,1.2370373,1.3633186,1.292206,0.7802876,0.13525414,3.1974392
1270,1.335487,0.55421114,1.5562398,1.1824263,0.27020678,0.47956505,0.8287177,3.4459314
1271,1.554868,0.72240305,1.7632309,1.4237285,1.9624497,0.54109305,0.95128566,4.040491
1272,0.75883937,1.6339935,0.12328452,1.8847135,1.6604816,1.7416087,0.8283704,2.516115
1273,0.6254416,0.27252838,0.9801679,1.4117123,1.1718527,0.860074,0.95575374,1.8781369
1274,1.8727325,1.4850565,0.0020349633,0.35161176,0.40484235,1.8874179,0.94844586,3.359818
1275,0.5764907,0.56240124,1.7574216,1.0759392,1.1440773,1.2802994,0.7865569,2.8963099
1276,1.8237121,0.14401807,1.960406,1.008045,0.427731,1.5547961,1.6282643,3.9281259
1277,0.25640246,0.8427087,1.4196572,0.5095708,0.46913064,0.4359374,0.59321916,2.518766
1278,1.7171974,0.65114623,1.1065228,0.65656734,0.56390405,0.19042891,1.8267238,3.4748595
1279,1.1696377,0.17948866,0.27309743,0.5938424,1.518465,1.776915,1.6896448,1.622223
1280,1.5410036,1.1555557,1.8392944,0.3813118,0.39723447,0.33642894,1.8948629,4.5358386
1281,0.08957741,0.72935575,1.0851438,1.0452566,1.3811642,0.09583579,1.0270803,1.9040759
1282,0.699177,0.5462421,0.711827,0.66103774,1.7719009,0.41088405,1.6774936,1.957245
1283,1.5801034,1.0189114,0.8919925,0.97864556,0.9349701,1.7737266,1.468899,3.4910004
1284,0.9019101,1.7524902,1.4259582,1.356965,0.5147909,1.5380654,0.13228549,4.0803475
1285,1.0449028,0.046973065,0.023719916,1.4190736,1.0868219,1.7512877,1.4429358,1.1155957
1286,0.012418469,1.4141467,0.49126485,1.863718,1.556283,0.35918286,1.9644343,1.9178289
1287,1.7208788,1.336554,0.52505314,0.9144655,0.436026,0.54886556,1.9850452,3.5824788
1288,1.1474351,0.68464893,1.2059748,0.059181806,1.2355556,1.4477048,1.7901372,3.0380542
1289,0.970293,1.4960241,1.6711473,0.9942265,0.5283686,1.7912189,1.2175196,4.137453
1290,1.73047,1.1533977,0.48359376,1.2106344,0.13707802,1.7527276,0.18715106,3.3674552
1291,0.47540498,1.8345156,1.0257736,1.3919549,0.5152538,1.7357539,0.24538822,3.3356884
1292,1.1850939,0.07126554,0.7418486,0.07794563,1.9712563,1.8161472,0.6183549,1.9982069
1293,0.9361306,0.5374277,0.1286297,1.7211254,1.5961535,1.6666653,0.8762317,1.6021874
1294,0.0030777168,0.14968178,0.6294017,0.3003546,0.3868404,0.093311906,0.98734856,0.7821611
1295,0.633783,0.3448405,1.0681137,1.6811681,1.1883528,1.7799242,1.3622502,2.046736
1296,1.6397897,0.95197177,0.4706268,0.1877821,0.18934724,0.761048,0.09867584,3.0623837
1297,0.9391843,1.3930635,0.45777246,0.74199003,0.9724201,0.64947826,1.0560589,2.7900167
1298,0.9302059,0.42721644,0.9431672,1.5637127,0.15988585,0.21674131,0.26494864,2.3005874
1299,1.0821751,0.65853065,0.17980838,1.6766187,1.6300215,1.4130535,0.08910936,1.920513
1300,0.18536875,0.5565017,1.4192808,1.7974852,1.6297204,1.6180733,1.4427764,2.1611497
